claim_id,is_fraud,sequence_length,total_duration,event_sequence
N_669,0,9,34,"['First Notice of Loss', 'Initial Assessment', 'Damage Documentation', 'Repair Authorization', 'Repair In Progress', 'Quality Check', 'Final Assessment', 'Payment Processing', 'Claim Closed']"
N_670,0,10,20,"['First Notice of Loss', 'Initial Assessment', 'Damage Documentation', 'Witness Statement', 'Parts Ordered', 'Repair In Progress', 'Quality Check', 'Final Assessment', 'Payment Processing', 'Claim Closed']"
N_671,0,11,41,"['First Notice of Loss', 'Initial Assessment', 'Damage Documentation', 'Police Report Filed', 'Expert Consultation', 'Parts Ordered', 'Repair In Progress', 'Quality Check', 'Final Assessment', 'Payment Processing', 'Claim Closed']"
N_672,0,10,33,"['First Notice of Loss', 'Initial Assessment', 'Damage Documentation', 'Witness Statement', 'Parts Ordered', 'Repair In Progress', 'Quality Check', 'Final Assessment', 'Payment Processing', 'Claim Closed']"
N_673,0,10,34,"['First Notice of Loss', 'Initial Assessment', 'Damage Documentation', 'Witness Statement', 'Parts Ordered', 'Repair In Progress', 'Quality Check', 'Final Assessment', 'Payment Processing', 'Claim Closed']"
N_674,0,10,35,"['First Notice of Loss', 'Initial Assessment', 'Damage Documentation', 'Police Report Filed', 'Expert Consultation', 'Repair Authorization', 'Repair In Progress', 'Final Assessment', 'Payment Processing', 'Claim Closed']"
N_675,0,10,27,"['First Notice of Loss', 'Initial Assessment', 'Damage Documentation', 'Witness Statement', 'Parts Ordered', 'Repair In Progress', 'Quality Check', 'Final Assessment', 'Payment Processing', 'Claim Closed']"
N_676,0,11,35,"['First Notice of Loss', 'Initial Assessment', 'Damage Documentation', 'Police Report Filed', 'Expert Consultation', 'Parts Ordered', 'Repair In Progress', 'Quality Check', 'Final Assessment', 'Payment Processing', 'Claim Closed']"
N_677,0,10,33,"['First Notice of Loss', 'Initial Assessment', 'Damage Documentation', 'Police Report Filed', 'Expert Consultation', 'Repair Authorization', 'Repair In Progress', 'Final Assessment', 'Payment Processing', 'Claim Closed']"
N_678,0,11,23,"['First Notice of Loss', 'Initial Assessment', 'Damage Documentation', 'Police Report Filed', 'Expert Consultation', 'Parts Ordered', 'Repair In Progress', 'Quality Check', 'Final Assessment', 'Payment Processing', 'Claim Closed']"
N_679,0,9,21,"['First Notice of Loss', 'Initial Assessment', 'Damage Documentation', 'Repair Authorization', 'Repair In Progress', 'Quality Check', 'Final Assessment', 'Payment Processing', 'Claim Closed']"
N_680,0,10,24,"['First Notice of Loss', 'Initial Assessment', 'Damage Documentation', 'Police Report Filed', 'Expert Consultation', 'Repair Authorization', 'Repair In Progress', 'Final Assessment', 'Payment Processing', 'Claim Closed']"
N_681,0,11,34,"['First Notice of Loss', 'Initial Assessment', 'Damage Documentation', 'Police Report Filed', 'Expert Consultation', 'Parts Ordered', 'Repair In Progress', 'Quality Check', 'Final Assessment', 'Payment Processing', 'Claim Closed']"
N_682,0,11,34,"['First Notice of Loss', 'Initial Assessment', 'Damage Documentation', 'Police Report Filed', 'Expert Consultation', 'Parts Ordered', 'Repair In Progress', 'Quality Check', 'Final Assessment', 'Payment Processing', 'Claim Closed']"
N_683,0,10,38,"['First Notice of Loss', 'Initial Assessment', 'Damage Documentation', 'Police Report Filed', 'Expert Consultation', 'Repair Authorization', 'Repair In Progress', 'Final Assessment', 'Payment Processing', 'Claim Closed']"
N_684,0,10,22,"['First Notice of Loss', 'Initial Assessment', 'Damage Documentation', 'Witness Statement', 'Parts Ordered', 'Repair In Progress', 'Quality Check', 'Final Assessment', 'Payment Processing', 'Claim Closed']"
N_685,0,9,25,"['First Notice of Loss', 'Initial Assessment', 'Damage Documentation', 'Repair Authorization', 'Repair In Progress', 'Quality Check', 'Final Assessment', 'Payment Processing', 'Claim Closed']"
N_686,0,11,32,"['First Notice of Loss', 'Initial Assessment', 'Damage Documentation', 'Police Report Filed', 'Expert Consultation', 'Parts Ordered', 'Repair In Progress', 'Quality Check', 'Final Assessment', 'Payment Processing', 'Claim Closed']"
N_687,0,10,29,"['First Notice of Loss', 'Initial Assessment', 'Damage Documentation', 'Witness Statement', 'Parts Ordered', 'Repair In Progress', 'Quality Check', 'Final Assessment', 'Payment Processing', 'Claim Closed']"
N_688,0,10,31,"['First Notice of Loss', 'Initial Assessment', 'Damage Documentation', 'Police Report Filed', 'Expert Consultation', 'Repair Authorization', 'Repair In Progress', 'Final Assessment', 'Payment Processing', 'Claim Closed']"
N_689,0,10,29,"['First Notice of Loss', 'Initial Assessment', 'Damage Documentation', 'Witness Statement', 'Parts Ordered', 'Repair In Progress', 'Quality Check', 'Final Assessment', 'Payment Processing', 'Claim Closed']"
N_690,0,9,33,"['First Notice of Loss', 'Initial Assessment', 'Damage Documentation', 'Repair Authorization', 'Repair In Progress', 'Quality Check', 'Final Assessment', 'Payment Processing', 'Claim Closed']"
N_691,0,10,42,"['First Notice of Loss', 'Initial Assessment', 'Damage Documentation', 'Police Report Filed', 'Expert Consultation', 'Repair Authorization', 'Repair In Progress', 'Final Assessment', 'Payment Processing', 'Claim Closed']"
N_692,0,10,33,"['First Notice of Loss', 'Initial Assessment', 'Damage Documentation', 'Police Report Filed', 'Expert Consultation', 'Repair Authorization', 'Repair In Progress', 'Final Assessment', 'Payment Processing', 'Claim Closed']"
N_693,0,9,37,"['First Notice of Loss', 'Initial Assessment', 'Damage Documentation', 'Repair Authorization', 'Repair In Progress', 'Quality Check', 'Final Assessment', 'Payment Processing', 'Claim Closed']"
N_694,0,10,31,"['First Notice of Loss', 'Initial Assessment', 'Damage Documentation', 'Police Report Filed', 'Expert Consultation', 'Repair Authorization', 'Repair In Progress', 'Final Assessment', 'Payment Processing', 'Claim Closed']"
N_695,0,10,28,"['First Notice of Loss', 'Initial Assessment', 'Damage Documentation', 'Police Report Filed', 'Expert Consultation', 'Repair Authorization', 'Repair In Progress', 'Final Assessment', 'Payment Processing', 'Claim Closed']"
N_696,0,11,42,"['First Notice of Loss', 'Initial Assessment', 'Damage Documentation', 'Police Report Filed', 'Expert Consultation', 'Parts Ordered', 'Repair In Progress', 'Quality Check', 'Final Assessment', 'Payment Processing', 'Claim Closed']"
N_697,0,10,31,"['First Notice of Loss', 'Initial Assessment', 'Damage Documentation', 'Police Report Filed', 'Expert Consultation', 'Repair Authorization', 'Repair In Progress', 'Final Assessment', 'Payment Processing', 'Claim Closed']"
N_698,0,11,28,"['First Notice of Loss', 'Initial Assessment', 'Damage Documentation', 'Police Report Filed', 'Expert Consultation', 'Parts Ordered', 'Repair In Progress', 'Quality Check', 'Final Assessment', 'Payment Processing', 'Claim Closed']"
N_699,0,10,25,"['First Notice of Loss', 'Initial Assessment', 'Damage Documentation', 'Witness Statement', 'Parts Ordered', 'Repair In Progress', 'Quality Check', 'Final Assessment', 'Payment Processing', 'Claim Closed']"
N_700,0,9,30,"['First Notice of Loss', 'Initial Assessment', 'Damage Documentation', 'Repair Authorization', 'Repair In Progress', 'Quality Check', 'Final Assessment', 'Payment Processing', 'Claim Closed']"
N_701,0,9,32,"['First Notice of Loss', 'Initial Assessment', 'Damage Documentation', 'Repair Authorization', 'Repair In Progress', 'Quality Check', 'Final Assessment', 'Payment Processing', 'Claim Closed']"
N_702,0,10,26,"['First Notice of Loss', 'Initial Assessment', 'Damage Documentation', 'Police Report Filed', 'Expert Consultation', 'Repair Authorization', 'Repair In Progress', 'Final Assessment', 'Payment Processing', 'Claim Closed']"
N_703,0,10,37,"['First Notice of Loss', 'Initial Assessment', 'Damage Documentation', 'Police Report Filed', 'Expert Consultation', 'Repair Authorization', 'Repair In Progress', 'Final Assessment', 'Payment Processing', 'Claim Closed']"
N_704,0,10,41,"['First Notice of Loss', 'Initial Assessment', 'Damage Documentation', 'Police Report Filed', 'Expert Consultation', 'Repair Authorization', 'Repair In Progress', 'Final Assessment', 'Payment Processing', 'Claim Closed']"
N_705,0,10,23,"['First Notice of Loss', 'Initial Assessment', 'Damage Documentation', 'Witness Statement', 'Parts Ordered', 'Repair In Progress', 'Quality Check', 'Final Assessment', 'Payment Processing', 'Claim Closed']"
N_706,0,11,36,"['First Notice of Loss', 'Initial Assessment', 'Damage Documentation', 'Police Report Filed', 'Expert Consultation', 'Parts Ordered', 'Repair In Progress', 'Quality Check', 'Final Assessment', 'Payment Processing', 'Claim Closed']"
N_707,0,11,40,"['First Notice of Loss', 'Initial Assessment', 'Damage Documentation', 'Police Report Filed', 'Expert Consultation', 'Parts Ordered', 'Repair In Progress', 'Quality Check', 'Final Assessment', 'Payment Processing', 'Claim Closed']"
N_708,0,10,26,"['First Notice of Loss', 'Initial Assessment', 'Damage Documentation', 'Witness Statement', 'Parts Ordered', 'Repair In Progress', 'Quality Check', 'Final Assessment', 'Payment Processing', 'Claim Closed']"
N_709,0,9,25,"['First Notice of Loss', 'Initial Assessment', 'Damage Documentation', 'Repair Authorization', 'Repair In Progress', 'Quality Check', 'Final Assessment', 'Payment Processing', 'Claim Closed']"
N_710,0,10,27,"['First Notice of Loss', 'Initial Assessment', 'Damage Documentation', 'Witness Statement', 'Parts Ordered', 'Repair In Progress', 'Quality Check', 'Final Assessment', 'Payment Processing', 'Claim Closed']"
N_711,0,10,25,"['First Notice of Loss', 'Initial Assessment', 'Damage Documentation', 'Witness Statement', 'Parts Ordered', 'Repair In Progress', 'Quality Check', 'Final Assessment', 'Payment Processing', 'Claim Closed']"
N_712,0,9,35,"['First Notice of Loss', 'Initial Assessment', 'Damage Documentation', 'Repair Authorization', 'Repair In Progress', 'Quality Check', 'Final Assessment', 'Payment Processing', 'Claim Closed']"
N_713,0,10,19,"['First Notice of Loss', 'Initial Assessment', 'Damage Documentation', 'Witness Statement', 'Parts Ordered', 'Repair In Progress', 'Quality Check', 'Final Assessment', 'Payment Processing', 'Claim Closed']"
N_714,0,11,38,"['First Notice of Loss', 'Initial Assessment', 'Damage Documentation', 'Police Report Filed', 'Expert Consultation', 'Parts Ordered', 'Repair In Progress', 'Quality Check', 'Final Assessment', 'Payment Processing', 'Claim Closed']"
N_715,0,10,26,"['First Notice of Loss', 'Initial Assessment', 'Damage Documentation', 'Witness Statement', 'Parts Ordered', 'Repair In Progress', 'Quality Check', 'Final Assessment', 'Payment Processing', 'Claim Closed']"
N_716,0,11,43,"['First Notice of Loss', 'Initial Assessment', 'Damage Documentation', 'Police Report Filed', 'Expert Consultation', 'Parts Ordered', 'Repair In Progress', 'Quality Check', 'Final Assessment', 'Payment Processing', 'Claim Closed']"
N_717,0,11,42,"['First Notice of Loss', 'Initial Assessment', 'Damage Documentation', 'Police Report Filed', 'Expert Consultation', 'Parts Ordered', 'Repair In Progress', 'Quality Check', 'Final Assessment', 'Payment Processing', 'Claim Closed']"
N_718,0,9,31,"['First Notice of Loss', 'Initial Assessment', 'Damage Documentation', 'Repair Authorization', 'Repair In Progress', 'Quality Check', 'Final Assessment', 'Payment Processing', 'Claim Closed']"
N_719,0,10,24,"['First Notice of Loss', 'Initial Assessment', 'Damage Documentation', 'Witness Statement', 'Parts Ordered', 'Repair In Progress', 'Quality Check', 'Final Assessment', 'Payment Processing', 'Claim Closed']"
N_720,0,9,30,"['First Notice of Loss', 'Initial Assessment', 'Damage Documentation', 'Repair Authorization', 'Repair In Progress', 'Quality Check', 'Final Assessment', 'Payment Processing', 'Claim Closed']"
N_721,0,9,19,"['First Notice of Loss', 'Initial Assessment', 'Damage Documentation', 'Repair Authorization', 'Repair In Progress', 'Quality Check', 'Final Assessment', 'Payment Processing', 'Claim Closed']"
N_722,0,10,35,"['First Notice of Loss', 'Initial Assessment', 'Damage Documentation', 'Witness Statement', 'Parts Ordered', 'Repair In Progress', 'Quality Check', 'Final Assessment', 'Payment Processing', 'Claim Closed']"
N_723,0,10,36,"['First Notice of Loss', 'Initial Assessment', 'Damage Documentation', 'Police Report Filed', 'Expert Consultation', 'Repair Authorization', 'Repair In Progress', 'Final Assessment', 'Payment Processing', 'Claim Closed']"
N_724,0,11,28,"['First Notice of Loss', 'Initial Assessment', 'Damage Documentation', 'Police Report Filed', 'Expert Consultation', 'Parts Ordered', 'Repair In Progress', 'Quality Check', 'Final Assessment', 'Payment Processing', 'Claim Closed']"
N_725,0,10,34,"['First Notice of Loss', 'Initial Assessment', 'Damage Documentation', 'Witness Statement', 'Parts Ordered', 'Repair In Progress', 'Quality Check', 'Final Assessment', 'Payment Processing', 'Claim Closed']"
N_726,0,11,32,"['First Notice of Loss', 'Initial Assessment', 'Damage Documentation', 'Police Report Filed', 'Expert Consultation', 'Parts Ordered', 'Repair In Progress', 'Quality Check', 'Final Assessment', 'Payment Processing', 'Claim Closed']"
N_727,0,11,34,"['First Notice of Loss', 'Initial Assessment', 'Damage Documentation', 'Police Report Filed', 'Expert Consultation', 'Parts Ordered', 'Repair In Progress', 'Quality Check', 'Final Assessment', 'Payment Processing', 'Claim Closed']"
N_728,0,10,27,"['First Notice of Loss', 'Initial Assessment', 'Damage Documentation', 'Witness Statement', 'Parts Ordered', 'Repair In Progress', 'Quality Check', 'Final Assessment', 'Payment Processing', 'Claim Closed']"
N_729,0,10,36,"['First Notice of Loss', 'Initial Assessment', 'Damage Documentation', 'Police Report Filed', 'Expert Consultation', 'Repair Authorization', 'Repair In Progress', 'Final Assessment', 'Payment Processing', 'Claim Closed']"
N_730,0,9,26,"['First Notice of Loss', 'Initial Assessment', 'Damage Documentation', 'Repair Authorization', 'Repair In Progress', 'Quality Check', 'Final Assessment', 'Payment Processing', 'Claim Closed']"
N_731,0,11,43,"['First Notice of Loss', 'Initial Assessment', 'Damage Documentation', 'Police Report Filed', 'Expert Consultation', 'Parts Ordered', 'Repair In Progress', 'Quality Check', 'Final Assessment', 'Payment Processing', 'Claim Closed']"
N_732,0,9,34,"['First Notice of Loss', 'Initial Assessment', 'Damage Documentation', 'Repair Authorization', 'Repair In Progress', 'Quality Check', 'Final Assessment', 'Payment Processing', 'Claim Closed']"
N_733,0,9,22,"['First Notice of Loss', 'Initial Assessment', 'Damage Documentation', 'Repair Authorization', 'Repair In Progress', 'Quality Check', 'Final Assessment', 'Payment Processing', 'Claim Closed']"
N_734,0,11,24,"['First Notice of Loss', 'Initial Assessment', 'Damage Documentation', 'Police Report Filed', 'Expert Consultation', 'Parts Ordered', 'Repair In Progress', 'Quality Check', 'Final Assessment', 'Payment Processing', 'Claim Closed']"
N_735,0,10,34,"['First Notice of Loss', 'Initial Assessment', 'Damage Documentation', 'Witness Statement', 'Parts Ordered', 'Repair In Progress', 'Quality Check', 'Final Assessment', 'Payment Processing', 'Claim Closed']"
N_736,0,9,31,"['First Notice of Loss', 'Initial Assessment', 'Damage Documentation', 'Repair Authorization', 'Repair In Progress', 'Quality Check', 'Final Assessment', 'Payment Processing', 'Claim Closed']"
N_737,0,9,29,"['First Notice of Loss', 'Initial Assessment', 'Damage Documentation', 'Repair Authorization', 'Repair In Progress', 'Quality Check', 'Final Assessment', 'Payment Processing', 'Claim Closed']"
N_738,0,10,31,"['First Notice of Loss', 'Initial Assessment', 'Damage Documentation', 'Witness Statement', 'Parts Ordered', 'Repair In Progress', 'Quality Check', 'Final Assessment', 'Payment Processing', 'Claim Closed']"
N_739,0,10,20,"['First Notice of Loss', 'Initial Assessment', 'Damage Documentation', 'Witness Statement', 'Parts Ordered', 'Repair In Progress', 'Quality Check', 'Final Assessment', 'Payment Processing', 'Claim Closed']"
N_740,0,11,37,"['First Notice of Loss', 'Initial Assessment', 'Damage Documentation', 'Police Report Filed', 'Expert Consultation', 'Parts Ordered', 'Repair In Progress', 'Quality Check', 'Final Assessment', 'Payment Processing', 'Claim Closed']"
N_741,0,10,25,"['First Notice of Loss', 'Initial Assessment', 'Damage Documentation', 'Police Report Filed', 'Expert Consultation', 'Repair Authorization', 'Repair In Progress', 'Final Assessment', 'Payment Processing', 'Claim Closed']"
N_742,0,11,24,"['First Notice of Loss', 'Initial Assessment', 'Damage Documentation', 'Police Report Filed', 'Expert Consultation', 'Parts Ordered', 'Repair In Progress', 'Quality Check', 'Final Assessment', 'Payment Processing', 'Claim Closed']"
N_743,0,10,38,"['First Notice of Loss', 'Initial Assessment', 'Damage Documentation', 'Witness Statement', 'Parts Ordered', 'Repair In Progress', 'Quality Check', 'Final Assessment', 'Payment Processing', 'Claim Closed']"
N_744,0,10,34,"['First Notice of Loss', 'Initial Assessment', 'Damage Documentation', 'Witness Statement', 'Parts Ordered', 'Repair In Progress', 'Quality Check', 'Final Assessment', 'Payment Processing', 'Claim Closed']"
N_745,0,9,25,"['First Notice of Loss', 'Initial Assessment', 'Damage Documentation', 'Repair Authorization', 'Repair In Progress', 'Quality Check', 'Final Assessment', 'Payment Processing', 'Claim Closed']"
N_746,0,10,37,"['First Notice of Loss', 'Initial Assessment', 'Damage Documentation', 'Police Report Filed', 'Expert Consultation', 'Repair Authorization', 'Repair In Progress', 'Final Assessment', 'Payment Processing', 'Claim Closed']"
N_747,0,9,34,"['First Notice of Loss', 'Initial Assessment', 'Damage Documentation', 'Repair Authorization', 'Repair In Progress', 'Quality Check', 'Final Assessment', 'Payment Processing', 'Claim Closed']"
N_748,0,10,25,"['First Notice of Loss', 'Initial Assessment', 'Damage Documentation', 'Witness Statement', 'Parts Ordered', 'Repair In Progress', 'Quality Check', 'Final Assessment', 'Payment Processing', 'Claim Closed']"
N_749,0,10,33,"['First Notice of Loss', 'Initial Assessment', 'Damage Documentation', 'Police Report Filed', 'Expert Consultation', 'Repair Authorization', 'Repair In Progress', 'Final Assessment', 'Payment Processing', 'Claim Closed']"
N_750,0,9,15,"['First Notice of Loss', 'Initial Assessment', 'Damage Documentation', 'Repair Authorization', 'Repair In Progress', 'Quality Check', 'Final Assessment', 'Payment Processing', 'Claim Closed']"
N_751,0,9,27,"['First Notice of Loss', 'Initial Assessment', 'Damage Documentation', 'Repair Authorization', 'Repair In Progress', 'Quality Check', 'Final Assessment', 'Payment Processing', 'Claim Closed']"
N_752,0,10,32,"['First Notice of Loss', 'Initial Assessment', 'Damage Documentation', 'Police Report Filed', 'Expert Consultation', 'Repair Authorization', 'Repair In Progress', 'Final Assessment', 'Payment Processing', 'Claim Closed']"
N_753,0,10,41,"['First Notice of Loss', 'Initial Assessment', 'Damage Documentation', 'Police Report Filed', 'Expert Consultation', 'Repair Authorization', 'Repair In Progress', 'Final Assessment', 'Payment Processing', 'Claim Closed']"
N_754,0,10,36,"['First Notice of Loss', 'Initial Assessment', 'Damage Documentation', 'Witness Statement', 'Parts Ordered', 'Repair In Progress', 'Quality Check', 'Final Assessment', 'Payment Processing', 'Claim Closed']"
N_755,0,9,20,"['First Notice of Loss', 'Initial Assessment', 'Damage Documentation', 'Repair Authorization', 'Repair In Progress', 'Quality Check', 'Final Assessment', 'Payment Processing', 'Claim Closed']"
N_756,0,10,32,"['First Notice of Loss', 'Initial Assessment', 'Damage Documentation', 'Witness Statement', 'Parts Ordered', 'Repair In Progress', 'Quality Check', 'Final Assessment', 'Payment Processing', 'Claim Closed']"
N_757,0,10,30,"['First Notice of Loss', 'Initial Assessment', 'Damage Documentation', 'Police Report Filed', 'Expert Consultation', 'Repair Authorization', 'Repair In Progress', 'Final Assessment', 'Payment Processing', 'Claim Closed']"
N_758,0,11,42,"['First Notice of Loss', 'Initial Assessment', 'Damage Documentation', 'Police Report Filed', 'Expert Consultation', 'Parts Ordered', 'Repair In Progress', 'Quality Check', 'Final Assessment', 'Payment Processing', 'Claim Closed']"
N_759,0,10,25,"['First Notice of Loss', 'Initial Assessment', 'Damage Documentation', 'Police Report Filed', 'Expert Consultation', 'Repair Authorization', 'Repair In Progress', 'Final Assessment', 'Payment Processing', 'Claim Closed']"
N_760,0,9,37,"['First Notice of Loss', 'Initial Assessment', 'Damage Documentation', 'Repair Authorization', 'Repair In Progress', 'Quality Check', 'Final Assessment', 'Payment Processing', 'Claim Closed']"
N_761,0,11,35,"['First Notice of Loss', 'Initial Assessment', 'Damage Documentation', 'Police Report Filed', 'Expert Consultation', 'Parts Ordered', 'Repair In Progress', 'Quality Check', 'Final Assessment', 'Payment Processing', 'Claim Closed']"
N_762,0,10,33,"['First Notice of Loss', 'Initial Assessment', 'Damage Documentation', 'Police Report Filed', 'Expert Consultation', 'Repair Authorization', 'Repair In Progress', 'Final Assessment', 'Payment Processing', 'Claim Closed']"
N_763,0,11,29,"['First Notice of Loss', 'Initial Assessment', 'Damage Documentation', 'Police Report Filed', 'Expert Consultation', 'Parts Ordered', 'Repair In Progress', 'Quality Check', 'Final Assessment', 'Payment Processing', 'Claim Closed']"
N_764,0,10,26,"['First Notice of Loss', 'Initial Assessment', 'Damage Documentation', 'Witness Statement', 'Parts Ordered', 'Repair In Progress', 'Quality Check', 'Final Assessment', 'Payment Processing', 'Claim Closed']"
N_765,0,9,32,"['First Notice of Loss', 'Initial Assessment', 'Damage Documentation', 'Repair Authorization', 'Repair In Progress', 'Quality Check', 'Final Assessment', 'Payment Processing', 'Claim Closed']"
N_766,0,9,29,"['First Notice of Loss', 'Initial Assessment', 'Damage Documentation', 'Repair Authorization', 'Repair In Progress', 'Quality Check', 'Final Assessment', 'Payment Processing', 'Claim Closed']"
N_767,0,10,27,"['First Notice of Loss', 'Initial Assessment', 'Damage Documentation', 'Police Report Filed', 'Expert Consultation', 'Repair Authorization', 'Repair In Progress', 'Final Assessment', 'Payment Processing', 'Claim Closed']"
N_768,0,10,29,"['First Notice of Loss', 'Initial Assessment', 'Damage Documentation', 'Police Report Filed', 'Expert Consultation', 'Repair Authorization', 'Repair In Progress', 'Final Assessment', 'Payment Processing', 'Claim Closed']"
N_769,0,9,36,"['First Notice of Loss', 'Initial Assessment', 'Damage Documentation', 'Repair Authorization', 'Repair In Progress', 'Quality Check', 'Final Assessment', 'Payment Processing', 'Claim Closed']"
N_770,0,10,25,"['First Notice of Loss', 'Initial Assessment', 'Damage Documentation', 'Police Report Filed', 'Expert Consultation', 'Repair Authorization', 'Repair In Progress', 'Final Assessment', 'Payment Processing', 'Claim Closed']"
N_771,0,9,32,"['First Notice of Loss', 'Initial Assessment', 'Damage Documentation', 'Repair Authorization', 'Repair In Progress', 'Quality Check', 'Final Assessment', 'Payment Processing', 'Claim Closed']"
N_772,0,11,29,"['First Notice of Loss', 'Initial Assessment', 'Damage Documentation', 'Police Report Filed', 'Expert Consultation', 'Parts Ordered', 'Repair In Progress', 'Quality Check', 'Final Assessment', 'Payment Processing', 'Claim Closed']"
N_773,0,9,30,"['First Notice of Loss', 'Initial Assessment', 'Damage Documentation', 'Repair Authorization', 'Repair In Progress', 'Quality Check', 'Final Assessment', 'Payment Processing', 'Claim Closed']"
N_774,0,10,37,"['First Notice of Loss', 'Initial Assessment', 'Damage Documentation', 'Witness Statement', 'Parts Ordered', 'Repair In Progress', 'Quality Check', 'Final Assessment', 'Payment Processing', 'Claim Closed']"
N_775,0,10,30,"['First Notice of Loss', 'Initial Assessment', 'Damage Documentation', 'Police Report Filed', 'Expert Consultation', 'Repair Authorization', 'Repair In Progress', 'Final Assessment', 'Payment Processing', 'Claim Closed']"
N_776,0,10,33,"['First Notice of Loss', 'Initial Assessment', 'Damage Documentation', 'Witness Statement', 'Parts Ordered', 'Repair In Progress', 'Quality Check', 'Final Assessment', 'Payment Processing', 'Claim Closed']"
N_777,0,10,33,"['First Notice of Loss', 'Initial Assessment', 'Damage Documentation', 'Police Report Filed', 'Expert Consultation', 'Repair Authorization', 'Repair In Progress', 'Final Assessment', 'Payment Processing', 'Claim Closed']"
N_778,0,10,26,"['First Notice of Loss', 'Initial Assessment', 'Damage Documentation', 'Witness Statement', 'Parts Ordered', 'Repair In Progress', 'Quality Check', 'Final Assessment', 'Payment Processing', 'Claim Closed']"
N_779,0,10,28,"['First Notice of Loss', 'Initial Assessment', 'Damage Documentation', 'Witness Statement', 'Parts Ordered', 'Repair In Progress', 'Quality Check', 'Final Assessment', 'Payment Processing', 'Claim Closed']"
N_780,0,9,25,"['First Notice of Loss', 'Initial Assessment', 'Damage Documentation', 'Repair Authorization', 'Repair In Progress', 'Quality Check', 'Final Assessment', 'Payment Processing', 'Claim Closed']"
N_781,0,11,23,"['First Notice of Loss', 'Initial Assessment', 'Damage Documentation', 'Police Report Filed', 'Expert Consultation', 'Parts Ordered', 'Repair In Progress', 'Quality Check', 'Final Assessment', 'Payment Processing', 'Claim Closed']"
N_782,0,10,36,"['First Notice of Loss', 'Initial Assessment', 'Damage Documentation', 'Witness Statement', 'Parts Ordered', 'Repair In Progress', 'Quality Check', 'Final Assessment', 'Payment Processing', 'Claim Closed']"
N_783,0,11,35,"['First Notice of Loss', 'Initial Assessment', 'Damage Documentation', 'Police Report Filed', 'Expert Consultation', 'Parts Ordered', 'Repair In Progress', 'Quality Check', 'Final Assessment', 'Payment Processing', 'Claim Closed']"
N_784,0,9,33,"['First Notice of Loss', 'Initial Assessment', 'Damage Documentation', 'Repair Authorization', 'Repair In Progress', 'Quality Check', 'Final Assessment', 'Payment Processing', 'Claim Closed']"
N_785,0,11,29,"['First Notice of Loss', 'Initial Assessment', 'Damage Documentation', 'Police Report Filed', 'Expert Consultation', 'Parts Ordered', 'Repair In Progress', 'Quality Check', 'Final Assessment', 'Payment Processing', 'Claim Closed']"
N_786,0,9,30,"['First Notice of Loss', 'Initial Assessment', 'Damage Documentation', 'Repair Authorization', 'Repair In Progress', 'Quality Check', 'Final Assessment', 'Payment Processing', 'Claim Closed']"
N_787,0,11,51,"['First Notice of Loss', 'Initial Assessment', 'Damage Documentation', 'Police Report Filed', 'Expert Consultation', 'Parts Ordered', 'Repair In Progress', 'Quality Check', 'Final Assessment', 'Payment Processing', 'Claim Closed']"
N_788,0,11,42,"['First Notice of Loss', 'Initial Assessment', 'Damage Documentation', 'Police Report Filed', 'Expert Consultation', 'Parts Ordered', 'Repair In Progress', 'Quality Check', 'Final Assessment', 'Payment Processing', 'Claim Closed']"
N_789,0,9,25,"['First Notice of Loss', 'Initial Assessment', 'Damage Documentation', 'Repair Authorization', 'Repair In Progress', 'Quality Check', 'Final Assessment', 'Payment Processing', 'Claim Closed']"
N_790,0,10,35,"['First Notice of Loss', 'Initial Assessment', 'Damage Documentation', 'Police Report Filed', 'Expert Consultation', 'Repair Authorization', 'Repair In Progress', 'Final Assessment', 'Payment Processing', 'Claim Closed']"
N_791,0,11,34,"['First Notice of Loss', 'Initial Assessment', 'Damage Documentation', 'Police Report Filed', 'Expert Consultation', 'Parts Ordered', 'Repair In Progress', 'Quality Check', 'Final Assessment', 'Payment Processing', 'Claim Closed']"
N_792,0,10,37,"['First Notice of Loss', 'Initial Assessment', 'Damage Documentation', 'Police Report Filed', 'Expert Consultation', 'Repair Authorization', 'Repair In Progress', 'Final Assessment', 'Payment Processing', 'Claim Closed']"
N_793,0,10,38,"['First Notice of Loss', 'Initial Assessment', 'Damage Documentation', 'Witness Statement', 'Parts Ordered', 'Repair In Progress', 'Quality Check', 'Final Assessment', 'Payment Processing', 'Claim Closed']"
N_794,0,11,41,"['First Notice of Loss', 'Initial Assessment', 'Damage Documentation', 'Police Report Filed', 'Expert Consultation', 'Parts Ordered', 'Repair In Progress', 'Quality Check', 'Final Assessment', 'Payment Processing', 'Claim Closed']"
N_795,0,11,30,"['First Notice of Loss', 'Initial Assessment', 'Damage Documentation', 'Police Report Filed', 'Expert Consultation', 'Parts Ordered', 'Repair In Progress', 'Quality Check', 'Final Assessment', 'Payment Processing', 'Claim Closed']"
N_796,0,10,35,"['First Notice of Loss', 'Initial Assessment', 'Damage Documentation', 'Witness Statement', 'Parts Ordered', 'Repair In Progress', 'Quality Check', 'Final Assessment', 'Payment Processing', 'Claim Closed']"
N_797,0,10,25,"['First Notice of Loss', 'Initial Assessment', 'Damage Documentation', 'Witness Statement', 'Parts Ordered', 'Repair In Progress', 'Quality Check', 'Final Assessment', 'Payment Processing', 'Claim Closed']"
